reserva_id,codigo_reserva,numero_ticket,vuelo_id,pasaporte_comprador,nombre_comprador,nacionalidad_comprador,fecha_nacimiento_comprador,numero_asiento,clase,comida_y_maleta,pasaporte_pasajero,nombre_pasajero,nacionalidad_pasajero,fecha_nacimiento_pasajero
623,LUD7177-0623,839,121,N07672370,Kevin Wilson,Uruguaya,11-09-1986,23,Economica,VERDADERO,N07672370,Kevin Wilson,Uruguaya,11-09-1986
4660,EAL8271-4660,5481,117,V79731274,Corey Elliott,Venezolana,04-10-1979,17,Primera clase,FALSO,T59160871,Lucas Jones,Uruguaya,02-03-1992
1269,COG7539-1269,2136,111,G04408945,Robert Butler,Argentina,02-02-1974,29,Economica,FALSO,D64763364,James Johnson,Chilena,09-06-1994
873,KAI7891-0873,8745,133,Y05451726,Kathleen Johnson,Chilena,24-02-1973,11,Economica,FALSO,J46009647,Erica Ochoa,Italiana,11-03-1994
4464,LAM9554-4464,66,109,K07643594,Suzanne Goodman,Chilena,16-11-1987,18,Primera clase,FALSO,K07643594,Suzanne Goodman,Chilena,16-11-1987
1195,UAN2881-1195,2139,108,J76795477,Mikayla White,Argentina,30-09-1984,18,Economica,FALSO,J76795477,Mikayla White,Argentina,30-09-1984
2414,ADC8249-2414,4331,119,D46250570,Michael Mcdaniel,Venezolana,04-11-1994,14,Primera clase,FALSO,A17367163,Jane Berger,Italiana,29-05-1987
2875,BTA9626-2875,5869,103,G15489494,Anthony Francis,Argentina,13-02-1988,18,Primera clase,VERDADERO,Y38354449,Nicole Petty,Estadounidense,07-02-1988
2123,IBE2338-2123,9596,104,J46610530,Andrew Torres,Alemana,01-12-1981,23,Economica,VERDADERO,J34719947,Heather Scott,Estadounidense,02-05-1973
1,XLE7933-0001,8653,95,E44895667,Angela Reynolds,Estadounidense,09-08-1982,13,Economica,VERDADERO,D76513142,Victoria Brennan,Uruguaya,19-06-1977
21,LAW1134-0021,1237,97,V39868007,Cassandra Kirby,Chilena,02-04-1997,22,Economica,VERDADERO,O85238546,Sheri Mcdonald,Argentina,14-03-1984
1269,COG7539-1269,4695,111,G04408945,Robert Butler,Argentina,02-02-1974,17,Economica,FALSO,L97895867,Sarah Williams,Uruguaya,06-11-1992
3999,NCY1133-3999,899,122,H23592194,Ethan Gilbert,Uruguaya,30-12-1975,10,Economica,VERDADERO,D39176940,Patrick Choi,Chilena,26-06-1985
174,LUD5927-0174,7101,102,I78807927,Robert Kelly,Chilena,26-02-1975,9,Economica,VERDADERO,D84069297,Brittany Jones,Uruguaya,30-04-1978
1090,IBE2338-1090,7257,104,G15489494,Anthony Francis,Argentina,13-02-1988,30,Economica,FALSO,X91486662,Heather Smith,Chilena,13-11-1976
3564,LAW1134-3564,9144,97,Y05451726,Kathleen Johnson,Chilena,24-02-1973,21,Primera clase,VERDADERO,F23633774,Amanda Ruiz,Francesa,09-07-1977
1907,XLE7933-1907,1143,95,C87025090,Diana Frank,Alemana,07-12-1979,15,Primera clase,VERDADERO,X66304032,Victoria Odom,Francesa,04-12-1986
3568,COG3144-3568,20,98,I71394677,Jessica Macias,Chilena,12-04-1986,6,Primera clase,VERDADERO,S05106445,Gregory Andrade,Mexicana,20-12-1984
4981,KAI7891-4981,5051,133,O85238546,Sheri Mcdonald,Argentina,14-03-1984,2,Economica,FALSO,O85238546,Sheri Mcdonald,Argentina,14-03-1984
2440,ETA6742-2440,4488,120,T18212951,Joel Compton,Argentina,03-03-1991,13,Ejecutiva,FALSO,D46250570,Michael Mcdaniel,Venezolana,04-11-1994
4726,ETA6742-4726,4194,120,J86333952,Leslie Howard,Venezolana,22-09-1971,16,Economica,VERDADERO,G96421276,Alexander Martin,Estadounidense,24-04-1980
1269,COG7539-1269,9533,111,G04408945,Robert Butler,Argentina,02-02-1974,8,Economica,VERDADERO,V03976673,Mark Greene,Chilena,09-12-1998
4137,ADC6283-4137,7865,127,G15489494,Anthony Francis,Argentina,13-02-1988,14,Economica,FALSO,G15489494,Anthony Francis,Argentina,13-02-1988
9,LAW6318-0009,1247,96,D84069297,Brittany Jones,Uruguaya,30-04-1978,18,Economica,FALSO,P84627985,Meghan Davis,Chilena,15-11-1970
2262,COG7539-2262,6687,111,F69466449,Jennifer Eaton,Chilena,29-08-1995,21,Economica,FALSO,W06120402,Adam Clark,Estadounidense,10-06-1993
2964,UCA4751-2964,2920,107,Y88079794,Gregory Bradley,Chilena,18-04-1986,3,Economica,FALSO,Y88079794,Gregory Bradley,Chilena,18-04-1986
820,COG4299-0820,1803,129,J34719947,Heather Scott,Estadounidense,02-05-1973,4,Primera clase,FALSO,L87663260,Heather Bolton,Estadounidense,17-09-1982
4123,QAF4466-4123,9323,126,J39937043,Danielle Johnson,Mexicana,18-12-1981,11,Primera clase,FALSO,Y38354449,Nicole Petty,Estadounidense,07-02-1988
4726,ETA6742-4726,5420,120,J86333952,Leslie Howard,Venezolana,22-09-1971,28,Economica,FALSO,J86333952,Leslie Howard,Venezolana,22-09-1971
489,NCY5615-0489,739,116,X49704522,James Rojas,Chilena,29-05-1986,19,Economica,VERDADERO,J39937043,Danielle Johnson,Mexicana,18-12-1981
4763,EAL7933-4763,1539,123,D39176940,Patrick Choi,Chilena,26-06-1985,20,Ejecutiva,VERDADERO,D39176940,Patrick Choi,Chilena,26-06-1985
3836,ETA7128-3836,4307,114,F15206543,Kristen Harris,Chilena,25-11-1972,12,Economica,FALSO,F15206543,Kristen Harris,Chilena,25-11-1972
3168,ETA7128-3168,8101,114,P84627985,Meghan Davis,Chilena,15-11-1970,8,Economica,VERDADERO,I71394677,Jessica Macias,Chilena,12-04-1986
4404,QAF6392-4404,6603,106,R56995721,David Keller,Venezolana,24-07-1975,27,Primera clase,FALSO,F15206543,Kristen Harris,Chilena,25-11-1972
1699,COG4299-1699,146,129,I19062847,Christopher Garcia,Chilena,06-12-1986,25,Economica,FALSO,D99418548,Alexis Smith,Argentina,21-03-1997
4660,EAL8271-4660,5238,117,V79731274,Corey Elliott,Venezolana,04-10-1979,11,Primera clase,VERDADERO,X91486662,Heather Smith,Chilena,13-11-1976
231,UAN2881-0231,7278,108,N68461604,Gary Vasquez,Chilena,21-11-1984,26,Ejecutiva,FALSO,N68461604,Gary Vasquez,Chilena,21-11-1984
4427,UCA4751-4427,3668,107,F70729457,Justin Hudson,Chilena,12-02-1994,18,Primera clase,VERDADERO,E44895667,Angela Reynolds,Estadounidense,09-08-1982
4926,LAM9574-4926,119,131,A17367163,Jane Berger,Italiana,29-05-1987,16,Economica,FALSO,A17367163,Jane Berger,Italiana,29-05-1987
3825,XLE5111-3825,637,112,W23173820,Gabrielle Alvarez,Argentina,04-11-1992,5,Ejecutiva,VERDADERO,W23173820,Gabrielle Alvarez,Argentina,04-11-1992
222,UCA4751-0222,3771,107,L87663260,Heather Bolton,Estadounidense,17-09-1982,6,Economica,VERDADERO,J46009647,Erica Ochoa,Italiana,11-03-1994
1515,NCY1133-1515,2919,122,C63211080,Brian Mitchell,Chilena,04-05-1983,24,Primera clase,FALSO,I78807927,Robert Kelly,Chilena,26-02-1975
736,XLE3285-0736,9912,125,D64763364,James Johnson,Chilena,09-06-1994,6,Ejecutiva,FALSO,Q76465555,Isaiah Wood,Francesa,05-11-1980
797,ADC6283-0797,4691,127,O85238546,Sheri Mcdonald,Argentina,14-03-1984,3,Primera clase,FALSO,O85238546,Sheri Mcdonald,Argentina,14-03-1984
4646,NCY5615-4646,7757,116,I19062847,Christopher Garcia,Chilena,06-12-1986,13,Primera clase,VERDADERO,I19062847,Christopher Garcia,Chilena,06-12-1986
1970,LAW1134-1970,4033,97,Z87364523,Samantha Martin,Alemana,26-03-1981,24,Economica,VERDADERO,O41678476,Andrew Malone,Argentina,24-06-1996
102,LAT5532-0102,3482,100,G96421276,Alexander Martin,Estadounidense,24-04-1980,7,Ejecutiva,VERDADERO,G96421276,Alexander Martin,Estadounidense,24-04-1980
4365,BTA9626-4365,7655,103,D64763364,James Johnson,Chilena,09-06-1994,12,Primera clase,FALSO,N55362278,Laura Marshall,Chilena,19-05-1991
4763,EAL7933-4763,2862,123,D39176940,Patrick Choi,Chilena,26-06-1985,32,Ejecutiva,FALSO,N15841852,John Mcneil,Chilena,15-06-1981
1678,ADC6283-1678,2028,127,N47846939,John Lee,Italiana,25-01-1996,23,Primera clase,VERDADERO,Z87364523,Samantha Martin,Alemana,26-03-1981
222,UCA4751-0222,957,107,L87663260,Heather Bolton,Estadounidense,17-09-1982,23,Primera clase,VERDADERO,L87663260,Heather Bolton,Estadounidense,17-09-1982
4604,ETA7128-4604,9396,114,C87025090,Diana Frank,Alemana,07-12-1979,6,Ejecutiva,VERDADERO,B30315997,Tina Shaw,Estadounidense,26-10-1996
372,LRC4743-0372,2089,110,L87663260,Heather Bolton,Estadounidense,17-09-1982,22,Economica,FALSO,R17782317,Zachary Davenport,Venezolana,29-12-1971
613,ADC8249-0613,7515,119,L56496275,Cheryl Bolton,Uruguaya,16-12-1972,24,Primera clase,FALSO,L56496275,Cheryl Bolton,Uruguaya,16-12-1972
2556,LRC9669-2556,3187,130,Z87364523,Samantha Martin,Alemana,26-03-1981,15,Economica,FALSO,Z87364523,Samantha Martin,Alemana,26-03-1981
3568,COG3144-3568,6894,98,I71394677,Jessica Macias,Chilena,12-04-1986,16,Ejecutiva,VERDADERO,F23633774,Amanda Ruiz,Francesa,09-07-1977
92,UAN2468-0092,4340,99,F23633774,Amanda Ruiz,Francesa,09-07-1977,7,Economica,FALSO,G15489494,Anthony Francis,Argentina,13-02-1988
2621,LAW6318-2621,3682,96,I19062847,Christopher Garcia,Chilena,06-12-1986,28,Ejecutiva,VERDADERO,I19062847,Christopher Garcia,Chilena,06-12-1986
3405,BTA8394-3405,5378,128,G69357980,Jerry Park,Argentina,28-06-1980,14,Economica,FALSO,Y23187711,Vicki Ward,Argentina,31-08-1981
1927,LAW6318-1927,3192,96,N24258653,Kayla Douglas,Uruguaya,28-04-1970,1,Economica,VERDADERO,O01507856,James Hunter,Chilena,14-05-1995
2633,COG3144-2633,791,98,I19062847,Christopher Garcia,Chilena,06-12-1986,2,Economica,FALSO,Z51226931,Matthew Simmons,Chilena,18-05-1978
2910,LAW6351-2910,6358,105,V79731274,Corey Elliott,Venezolana,04-10-1979,8,Primera clase,FALSO,U37349664,Diane Ritter,Venezolana,05-05-1996
4669,MPH1782-4669,9949,118,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,9,Economica,FALSO,Y05451726,Kathleen Johnson,Chilena,24-02-1973
3287,MPH1782-3287,9692,118,F69466449,Jennifer Eaton,Chilena,29-08-1995,24,Economica,FALSO,F69466449,Jennifer Eaton,Chilena,29-08-1995
4177,LAM9574-4177,7015,131,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,23,Economica,FALSO,Z09262256,Joseph Wilson,Uruguaya,28-07-1993
2855,LUD5927-2855,8568,102,C87025090,Diana Frank,Alemana,07-12-1979,22,Economica,FALSO,X66304032,Victoria Odom,Francesa,04-12-1986
3712,IBE2338-3712,5333,104,U37349664,Diane Ritter,Venezolana,05-05-1996,5,Primera clase,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,10-11-1989
3728,LAW6351-3728,1505,105,J47009281,Susan Stewart MD,Estadounidense,08-02-1997,15,Ejecutiva,VERDADERO,F89276118,Todd Wilkins,Italiana,30-01-1991
435,ETA7128-0435,2714,114,O04335063,Jonathan Sims,Estadounidense,13-04-1974,10,Ejecutiva,VERDADERO,T59160871,Lucas Jones,Uruguaya,02-03-1992
4697,ADC8249-4697,3380,119,D64763364,James Johnson,Chilena,09-06-1994,25,Primera clase,FALSO,D64763364,James Johnson,Chilena,09-06-1994
4033,IBE8751-4033,3538,124,J86333952,Leslie Howard,Venezolana,22-09-1971,32,Primera clase,FALSO,J47009281,Susan Stewart MD,Estadounidense,08-02-1997
1080,LUD5927-1080,1726,102,R56995721,David Keller,Venezolana,24-07-1975,5,Primera clase,VERDADERO,R17782317,Zachary Davenport,Venezolana,29-12-1971
2875,BTA9626-2875,9947,103,G15489494,Anthony Francis,Argentina,13-02-1988,25,Economica,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,04-11-1994
4241,COG3144-4241,2072,98,X66304032,Victoria Odom,Francesa,04-12-1986,24,Economica,FALSO,X66304032,Victoria Odom,Francesa,04-12-1986
3003,LAM9554-3003,7161,109,C87025090,Diana Frank,Alemana,07-12-1979,6,Primera clase,FALSO,G96421276,Alexander Martin,Estadounidense,24-04-1980
873,KAI7891-0873,1837,133,Y05451726,Kathleen Johnson,Chilena,24-02-1973,13,Economica,FALSO,Y88079794,Gregory Bradley,Chilena,18-04-1986
2988,UAN2881-2988,8299,108,N07672370,Kevin Wilson,Uruguaya,11-09-1986,20,Economica,VERDADERO,F23633774,Amanda Ruiz,Francesa,09-07-1977
1542,EAL7933-1542,8953,123,T59160871,Lucas Jones,Uruguaya,02-03-1992,28,Economica,VERDADERO,I78807927,Robert Kelly,Chilena,26-02-1975
3168,ETA7128-3168,6828,114,P84627985,Meghan Davis,Chilena,15-11-1970,27,Ejecutiva,VERDADERO,Y38354449,Nicole Petty,Estadounidense,07-02-1988
4209,XLE7933-4209,2350,95,M25657749,Casey Bennett,Estadounidense,12-03-1984,4,Ejecutiva,VERDADERO,L94336722,Julia Watkins,Uruguaya,25-08-1995
2262,COG7539-2262,5862,111,F69466449,Jennifer Eaton,Chilena,29-08-1995,18,Economica,VERDADERO,L94336722,Julia Watkins,Uruguaya,25-08-1995
3887,NCY5615-3887,8547,116,V03976673,Mark Greene,Chilena,09-12-1998,11,Economica,VERDADERO,J33947155,Amanda Mccarthy,Venezolana,25-08-1995
2218,UAN2881-2218,2354,108,L97895867,Sarah Williams,Uruguaya,06-11-1992,14,Primera clase,FALSO,I78807927,Robert Kelly,Chilena,26-02-1975
873,KAI7891-0873,5766,133,Y05451726,Kathleen Johnson,Chilena,24-02-1973,21,Primera clase,FALSO,Y05451726,Kathleen Johnson,Chilena,24-02-1973
403,COG7539-0403,2339,111,L87663260,Heather Bolton,Estadounidense,17-09-1982,11,Primera clase,VERDADERO,L87663260,Heather Bolton,Estadounidense,17-09-1982
4123,QAF4466-4123,9204,126,J39937043,Danielle Johnson,Mexicana,18-12-1981,30,Economica,FALSO,V39868007,Cassandra Kirby,Chilena,02-04-1997
4427,UCA4751-4427,630,107,F70729457,Justin Hudson,Chilena,12-02-1994,10,Primera clase,VERDADERO,F70729457,Justin Hudson,Chilena,12-02-1994
4727,LUD7177-4727,1396,121,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,15,Economica,VERDADERO,X91486662,Heather Smith,Chilena,13-11-1976
2280,ETA7128-2280,31,114,N24258653,Kayla Douglas,Uruguaya,28-04-1970,4,Economica,VERDADERO,N24258653,Kayla Douglas,Uruguaya,28-04-1970
2577,LAM9574-2577,8480,131,P84627985,Meghan Davis,Chilena,15-11-1970,11,Economica,FALSO,L56496275,Cheryl Bolton,Uruguaya,16-12-1972
102,LAT5532-0102,5841,100,G96421276,Alexander Martin,Estadounidense,24-04-1980,16,Economica,FALSO,N24258653,Kayla Douglas,Uruguaya,28-04-1970
2262,COG7539-2262,2724,111,F69466449,Jennifer Eaton,Chilena,29-08-1995,16,Primera clase,FALSO,I78807927,Robert Kelly,Chilena,26-02-1975
2890,IBE2338-2890,7567,104,O41678476,Andrew Malone,Argentina,24-06-1996,22,Economica,FALSO,O41678476,Andrew Malone,Argentina,24-06-1996
255,LAM9554-0255,9052,109,I63697476,Emily Sullivan,Venezolana,25-07-1991,28,Primera clase,VERDADERO,I63697476,Emily Sullivan,Venezolana,25-07-1991
4772,XLE3285-4772,854,125,V03976673,Mark Greene,Chilena,09-12-1998,24,Economica,FALSO,O85238546,Sheri Mcdonald,Argentina,14-03-1984
4800,ADC6283-4800,1080,127,I78807927,Robert Kelly,Chilena,26-02-1975,6,Economica,VERDADERO,U37349664,Diane Ritter,Venezolana,05-05-1996
4758,NCY1133-4758,9593,122,J39937043,Danielle Johnson,Mexicana,18-12-1981,25,Ejecutiva,FALSO,E44895667,Angela Reynolds,Estadounidense,09-08-1982
905,LAW6318-0905,3331,96,F89276118,Todd Wilkins,Italiana,30-01-1991,20,Economica,VERDADERO,W23173820,Gabrielle Alvarez,Argentina,04-11-1992
2625,LAW1134-2625,2168,97,N47846939,John Lee,Italiana,25-01-1996,20,Economica,VERDADERO,N47846939,John Lee,Italiana,25-01-1996
1430,MPH1782-1430,986,118,L56496275,Cheryl Bolton,Uruguaya,16-12-1972,18,Economica,VERDADERO,L56496275,Cheryl Bolton,Uruguaya,16-12-1972
2875,BTA9626-2875,117,103,G15489494,Anthony Francis,Argentina,13-02-1988,14,Economica,VERDADERO,X84322989,Mr. Russell Abbott,Chilena,16-11-1984
3396,ADC6283-3396,5363,127,H44001820,Ann Robertson,Venezolana,27-04-1998,2,Economica,FALSO,G04408945,Robert Butler,Argentina,02-02-1974
3752,UCA4751-3752,3611,107,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,25,Ejecutiva,VERDADERO,Z09262256,Joseph Wilson,Uruguaya,28-07-1993
4902,COG4299-4902,7484,129,F15206543,Kristen Harris,Chilena,25-11-1972,6,Economica,FALSO,B30315997,Tina Shaw,Estadounidense,26-10-1996
2262,COG7539-2262,2292,111,F69466449,Jennifer Eaton,Chilena,29-08-1995,9,Economica,VERDADERO,P11550487,Maria Perez,Francesa,11-08-1996
4004,EAL7933-4004,9435,123,I71542181,Alfred Martin Jr.,Chilena,10-11-1989,31,Primera clase,VERDADERO,G96421276,Alexander Martin,Estadounidense,24-04-1980
1618,IBE8751-1618,3214,124,N47846939,John Lee,Italiana,25-01-1996,28,Economica,FALSO,J46009647,Erica Ochoa,Italiana,11-03-1994
2465,NCY1133-2465,2578,122,G69357980,Jerry Park,Argentina,28-06-1980,17,Economica,FALSO,A40223024,Janice Smith,Argentina,25-03-1993
3294,ETA6742-3294,4764,120,N07672370,Kevin Wilson,Uruguaya,11-09-1986,5,Primera clase,VERDADERO,K07643594,Suzanne Goodman,Chilena,16-11-1987
4004,EAL7933-4004,8829,123,I71542181,Alfred Martin Jr.,Chilena,10-11-1989,19,Primera clase,FALSO,O41678476,Andrew Malone,Argentina,24-06-1996
905,LAW6318-0905,6016,96,F89276118,Todd Wilkins,Italiana,30-01-1991,19,Ejecutiva,VERDADERO,F89276118,Todd Wilkins,Italiana,30-01-1991
4926,LAM9574-4926,8272,131,A17367163,Jane Berger,Italiana,29-05-1987,18,Economica,VERDADERO,D99418548,Alexis Smith,Argentina,21-03-1997
3080,XLE5111-3080,3139,112,S03830222,Amanda Andrade,Italiana,06-11-1993,22,Ejecutiva,FALSO,X91486662,Heather Smith,Chilena,13-11-1976
1991,UAN2468-1991,4170,99,D84069297,Brittany Jones,Uruguaya,30-04-1978,29,Economica,VERDADERO,D84069297,Brittany Jones,Uruguaya,30-04-1978
2193,UCA4751-2193,7233,107,Y23187711,Vicki Ward,Argentina,31-08-1981,12,Economica,VERDADERO,U37349664,Diane Ritter,Venezolana,05-05-1996
2281,KAI3589-2281,8217,115,X49704522,James Rojas,Chilena,29-05-1986,15,Primera clase,FALSO,X49704522,James Rojas,Chilena,29-05-1986
174,LUD5927-0174,9569,102,I78807927,Robert Kelly,Chilena,26-02-1975,10,Ejecutiva,VERDADERO,G69357980,Jerry Park,Argentina,28-06-1980
1090,IBE2338-1090,3570,104,G15489494,Anthony Francis,Argentina,13-02-1988,26,Economica,VERDADERO,A17367163,Jane Berger,Italiana,29-05-1987
4473,COG7539-4473,2475,111,T18212951,Joel Compton,Argentina,03-03-1991,25,Primera clase,VERDADERO,F15206543,Kristen Harris,Chilena,25-11-1972
3972,ADC8249-3972,4475,119,U68917595,Paul Brown,Francesa,24-08-1987,7,Ejecutiva,FALSO,U68917595,Paul Brown,Francesa,24-08-1987
743,QAF4466-0743,348,126,C59429415,Brian Garcia,Chilena,20-04-1992,22,Ejecutiva,VERDADERO,L56496275,Cheryl Bolton,Uruguaya,16-12-1972
2193,UCA4751-2193,5853,107,Y23187711,Vicki Ward,Argentina,31-08-1981,4,Ejecutiva,VERDADERO,W06120402,Adam Clark,Estadounidense,10-06-1993
3287,MPH1782-3287,2329,118,F69466449,Jennifer Eaton,Chilena,29-08-1995,1,Economica,FALSO,F89276118,Todd Wilkins,Italiana,30-01-1991
1331,ETA7128-1331,4357,114,V03976673,Mark Greene,Chilena,09-12-1998,11,Economica,VERDADERO,M25657749,Casey Bennett,Estadounidense,12-03-1984
3536,XLE7933-3536,6868,95,G04408945,Robert Butler,Argentina,02-02-1974,18,Primera clase,FALSO,G15489494,Anthony Francis,Argentina,13-02-1988
1007,COG3144-1007,8281,98,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,12,Economica,FALSO,Z09262256,Joseph Wilson,Uruguaya,28-07-1993
3037,LRC4743-3037,6212,110,J47009281,Susan Stewart MD,Estadounidense,08-02-1997,17,Economica,FALSO,A40223024,Janice Smith,Argentina,25-03-1993
2964,UCA4751-2964,7738,107,Y88079794,Gregory Bradley,Chilena,18-04-1986,26,Primera clase,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,10-11-1989
3293,ADC8249-3293,2821,119,C59429415,Brian Garcia,Chilena,20-04-1992,9,Primera clase,VERDADERO,P34583903,Kelsey Huff,Estadounidense,08-08-1972
2262,COG7539-2262,7657,111,F69466449,Jennifer Eaton,Chilena,29-08-1995,6,Ejecutiva,VERDADERO,Y23187711,Vicki Ward,Argentina,31-08-1981
3463,LAT2175-3463,5896,132,V79731274,Corey Elliott,Venezolana,04-10-1979,20,Ejecutiva,VERDADERO,N07672370,Kevin Wilson,Uruguaya,11-09-1986
736,XLE3285-0736,981,125,D64763364,James Johnson,Chilena,09-06-1994,1,Primera clase,FALSO,J33947155,Amanda Mccarthy,Venezolana,25-08-1995
3293,ADC8249-3293,9031,119,C59429415,Brian Garcia,Chilena,20-04-1992,17,Primera clase,FALSO,C59429415,Brian Garcia,Chilena,20-04-1992
1361,KAI3589-1361,8504,115,P11550487,Maria Perez,Francesa,11-08-1996,18,Primera clase,VERDADERO,P11550487,Maria Perez,Francesa,11-08-1996
3080,XLE5111-3080,8744,112,S03830222,Amanda Andrade,Italiana,06-11-1993,27,Economica,FALSO,S03830222,Amanda Andrade,Italiana,06-11-1993
174,LUD5927-0174,4453,102,I78807927,Robert Kelly,Chilena,26-02-1975,8,Primera clase,FALSO,I07581924,Kelsey Powell,Francesa,10-07-1989
3003,LAM9554-3003,8724,109,C87025090,Diana Frank,Alemana,07-12-1979,15,Economica,VERDADERO,Z87364523,Samantha Martin,Alemana,26-03-1981
405,XLE5111-0405,6198,112,Z87364523,Samantha Martin,Alemana,26-03-1981,15,Ejecutiva,VERDADERO,V79731274,Corey Elliott,Venezolana,04-10-1979
4123,QAF4466-4123,8589,126,J39937043,Danielle Johnson,Mexicana,18-12-1981,28,Ejecutiva,VERDADERO,H44001820,Ann Robertson,Venezolana,27-04-1998
2621,LAW6318-2621,8715,96,I19062847,Christopher Garcia,Chilena,06-12-1986,23,Economica,VERDADERO,K07643594,Suzanne Goodman,Chilena,16-11-1987
3593,AZI6476-3593,9669,101,J33947155,Amanda Mccarthy,Venezolana,25-08-1995,10,Economica,FALSO,N49905893,Emma Scott,Chilena,29-07-1989
3147,KEA7139-3147,6463,113,J39937043,Danielle Johnson,Mexicana,18-12-1981,25,Economica,VERDADERO,I07581924,Kelsey Powell,Francesa,10-07-1989
1542,EAL7933-1542,2060,123,T59160871,Lucas Jones,Uruguaya,02-03-1992,22,Economica,VERDADERO,I71394677,Jessica Macias,Chilena,12-04-1986
3471,KAI7891-3471,4702,133,X49704522,James Rojas,Chilena,29-05-1986,27,Ejecutiva,FALSO,G15489494,Anthony Francis,Argentina,13-02-1988
174,LUD5927-0174,3633,102,I78807927,Robert Kelly,Chilena,26-02-1975,12,Primera clase,FALSO,Y33413387,Kimberly Hansen,Argentina,02-07-1989
3237,EAL8271-3237,6441,117,F09235820,Katrina Frye,Chilena,11-10-1995,25,Ejecutiva,VERDADERO,F09235820,Katrina Frye,Chilena,11-10-1995
3059,COG7539-3059,1649,111,J33947155,Amanda Mccarthy,Venezolana,25-08-1995,4,Ejecutiva,VERDADERO,G15489494,Anthony Francis,Argentina,13-02-1988
2542,BTA8394-2542,4538,128,I19062847,Christopher Garcia,Chilena,06-12-1986,27,Primera clase,VERDADERO,C63211080,Brian Mitchell,Chilena,04-05-1983
3231,NCY5615-3231,9822,116,A40223024,Janice Smith,Argentina,25-03-1993,24,Economica,FALSO,E44895667,Angela Reynolds,Estadounidense,09-08-1982
1733,LAT2175-1733,6912,132,J46009647,Erica Ochoa,Italiana,11-03-1994,2,Economica,VERDADERO,R56995721,David Keller,Venezolana,24-07-1975
4727,LUD7177-4727,3441,121,Z09262256,Joseph Wilson,Uruguaya,28-07-1993,19,Primera clase,FALSO,Z09262256,Joseph Wilson,Uruguaya,28-07-1993
4922,LRC9669-4922,6586,130,J46009647,Erica Ochoa,Italiana,11-03-1994,5,Ejecutiva,FALSO,J46009647,Erica Ochoa,Italiana,11-03-1994
743,QAF4466-0743,9806,126,C59429415,Brian Garcia,Chilena,20-04-1992,23,Ejecutiva,VERDADERO,C59429415,Brian Garcia,Chilena,20-04-1992
255,LAM9554-0255,951,109,I63697476,Emily Sullivan,Venezolana,25-07-1991,19,Ejecutiva,VERDADERO,D84069297,Brittany Jones,Uruguaya,30-04-1978
3564,LAW1134-3564,7165,97,Y05451726,Kathleen Johnson,Chilena,24-02-1973,4,Primera clase,FALSO,Q62966391,Patricia Parker,Mexicana,07-08-1994
2577,LAM9574-2577,8940,131,P84627985,Meghan Davis,Chilena,15-11-1970,10,Economica,FALSO,P34583903,Kelsey Huff,Estadounidense,08-08-1972
3394,QAF4466-3394,5007,126,J46610530,Andrew Torres,Alemana,01-12-1981,24,Economica,VERDADERO,J46610530,Andrew Torres,Alemana,01-12-1981
2133,LAW6351-2133,5569,105,Y13424296,Katherine Perez,Mexicana,29-07-1978,1,Ejecutiva,FALSO,Y13424296,Katherine Perez,Mexicana,29-07-1978
159,AZI6476-0159,2378,101,C59429415,Brian Garcia,Chilena,20-04-1992,8,Economica,VERDADERO,N07672370,Kevin Wilson,Uruguaya,11-09-1986
1288,KEA7139-1288,9141,113,S03830222,Amanda Andrade,Italiana,06-11-1993,21,Ejecutiva,VERDADERO,S03830222,Amanda Andrade,Italiana,06-11-1993
2578,LAT2175-2578,5567,132,Y88079794,Gregory Bradley,Chilena,18-04-1986,18,Economica,VERDADERO,T72132858,Kathy Luna,Chilena,13-07-1990
2281,KAI3589-2281,8633,115,X49704522,James Rojas,Chilena,29-05-1986,16,Economica,FALSO,H44001820,Ann Robertson,Venezolana,27-04-1998
3819,COG7539-3819,3959,111,X84322989,Mr. Russell Abbott,Chilena,16-11-1984,22,Economica,FALSO,D39176940,Patrick Choi,Chilena,26-06-1985
1251,LRC4743-1251,9712,110,S03830222,Amanda Andrade,Italiana,06-11-1993,5,Ejecutiva,FALSO,K07643594,Suzanne Goodman,Chilena,16-11-1987
2193,UCA4751-2193,1282,107,Y23187711,Vicki Ward,Argentina,31-08-1981,24,Economica,VERDADERO,N07672370,Kevin Wilson,Uruguaya,11-09-1986
628,NCY1133-0628,5073,122,J76795477,Mikayla White,Argentina,30-09-1984,4,Economica,FALSO,Y38354449,Nicole Petty,Estadounidense,07-02-1988
2048,LUD5927-2048,4134,102,J86333952,Leslie Howard,Venezolana,22-09-1971,30,Ejecutiva,FALSO,J86333952,Leslie Howard,Venezolana,22-09-1971
2540,ADC6283-2540,7756,127,T18212951,Joel Compton,Argentina,03-03-1991,28,Economica,FALSO,U68917595,Paul Brown,Francesa,24-08-1987
