trabajador_id,nombre,fecha_nacimiento,pasaporte,nombre_compania,codigo_compania,licencia_actual_id,vuelo_id,rol
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,41,121,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17,140,Copiloto
12,Ronnie Moore,12-01-1997,L28170812,LAW,LAW,,96,Tripulante de Cabina
23,Latasha Nelson,09-05-1986,V51246373,NO_COMPANY,NCY,49,62,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17,2,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36,29,Piloto
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,,137,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,127,Copiloto
40,Brian Berry,22-12-1998,N92528667,LAW,LAW,,97,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,OCEANAIR,COG,,124,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,65,Piloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,139,Piloto
40,Brian Berry,22-12-1998,N92528667,LAW,LAW,,83,Paramedico
14,Ronnie Macias,12-02-1988,J06543685,BRITISH,BTA,,117,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,86,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,KALITTA AIR,KAI,,89,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15,64,Copiloto
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,,115,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,36,55,Piloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,45,67,Piloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,15,109,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,45,56,Piloto
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,,146,Paramedico
14,Ronnie Macias,12-02-1988,J06543685,LATAM DOMESTICO,LUD,,103,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47,94,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,41,30,Copiloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,47,138,Copiloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17,35,Copiloto
45,Jill Haas,10-04-1986,U50608611,EASTERN AIRLINES,EAL,,92,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,,46,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15,67,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,,137,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,48,52,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17,1,Copiloto
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,,81,Tripulante de Cabina
26,Elizabeth Jordan,16-09-1974,S70038299,MARTINAIR HOLLAND,MPH,,82,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,,52,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,,33,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,LATAM ARGENTINA,LAM,,1,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47,72,Piloto
42,Deborah Martinez,03-02-1987,G18065401,LACSA,LRC,,51,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,41,108,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,,0,Tripulante de Cabina
54,Gene Obrien,02-07-1999,Q49180524,KOREAN AIR,KEA,0,138,Piloto
11,David Tran,07-08-1975,B62958600,NO_COMPANY,NCY,,122,Tripulante de Cabina
9,John Ross,16-03-1979,F40422038,MARTINAIR HOLLAND,MPH,29,33,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM DOMESTICO,LUD,2,102,Copiloto
49,Kenneth Brady,06-11-1981,O21522167,LATAM DOMESTICO,LUD,,8,Paramedico
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,109,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17,51,Piloto
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,36,29,Piloto
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,,136,Tripulante de Cabina
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,,129,Tripulante de Cabina
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37,145,Copiloto
20,James Singleton,12-08-1977,U46471214,LACSA,LRC,,66,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,,0,Tripulante de Cabina
41,Jeffrey Roberts,02-12-1971,G16561693,LATAM DOMESTICO,LUD,19,20,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LACSA,LRC,46,46,Piloto
5,Miguel Oliver,27-08-1992,E21376006,KALITTA AIR,KAI,,108,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,OCEANAIR,COG,17,111,Piloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM INTER,LAT,12,46,Piloto
37,Joe Cabrera,13-08-1994,O98651462,LATAM INTER,LAT,25,7,Piloto
31,Linda Warren,13-03-1975,L01109034,LATAM ECUADOR,XLE,50,18,Copiloto
31,Linda Warren,13-03-1975,L01109034,LAW,LAW,50,97,Copiloto
41,Jeffrey Roberts,02-12-1971,G16561693,ETHOPIAN AIRLINES,ETA,19,34,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15,109,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,36,72,Piloto
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,,26,Tripulante de Cabina
37,Joe Cabrera,13-08-1994,O98651462,OCEANAIR,COG,25,105,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ARGENTINA,LAM,45,80,Copiloto
54,Gene Obrien,02-07-1999,Q49180524,ALITALIA,AZI,0,137,Copiloto
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,45,0,Piloto
35,Francisco Rich,21-02-1996,D89562085,IBERIA,IBE,,106,Paramedico
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,,137,Paramedico
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,1,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,41,6,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47,128,Piloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17,57,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,LATAM INTER,LAT,46,44,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45,120,Piloto
40,Brian Berry,22-12-1998,N92528667,ETHOPIAN AIRLINES,ETA,,35,Paramedico
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,15,41,Copiloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,15,76,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,17,117,Copiloto
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,,133,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,UNITED,UAN,,70,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,9,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,45,120,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM CARGO,UCA,15,119,Piloto
24,Eric Phelps,01-10-1994,B96464671,LATAM CARGO,UCA,35,125,Piloto
10,Alex Deleon,03-10-1979,A35692355,MARTINAIR HOLLAND,MPH,11,69,Piloto
56,Isaiah Riley,18-09-1986,W12727804,KALITTA AIR,KAI,,98,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,13,Piloto
12,Ronnie Moore,12-01-1997,L28170812,AEROVIAS DAP (centro/norte),ADC,,96,Tripulante de Cabina
7,Curtis Gutierrez,14-03-1974,Q46419538,KALITTA AIR,KAI,7,136,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,LATAM INTER,LAT,25,2,Copiloto
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,,96,Tripulante de Cabina
20,James Singleton,12-08-1977,U46471214,LATAM ARGENTINA,LAM,,70,Paramedico
23,Latasha Nelson,09-05-1986,V51246373,MARTINAIR HOLLAND,MPH,49,92,Piloto
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,,89,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,48,86,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,45,110,Piloto
11,David Tran,07-08-1975,B62958600,LATAM INTER,LAT,,22,Tripulante de Cabina
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,51,124,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,,98,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,LAW,LAW,,26,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48,98,Piloto
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37,148,Piloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,17,129,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,22,61,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,LAW,LAW,,121,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47,119,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,51,43,Piloto
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,,101,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,17,59,Copiloto
14,Ronnie Macias,12-02-1988,J06543685,EASTERN AIRLINES,EAL,,117,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,17,123,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,45,12,Piloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,22,56,Copiloto
53,Patricia Alvarado,01-08-1983,P27318304,KALITTA AIR,KAI,,115,Paramedico
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36,138,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,57,Copiloto
2,Melissa Jimenez,18-12-1998,W08204144,LAW,LAW,,29,Tripulante de Cabina
15,Matthew Walsh,20-09-1993,S26547035,IBERIA,IBE,46,70,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,,34,Tripulante de Cabina
26,Elizabeth Jordan,16-09-1974,S70038299,LAW,LAW,,35,Tripulante de Cabina
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37,146,Piloto
23,Latasha Nelson,09-05-1986,V51246373,MARTINAIR HOLLAND,MPH,49,14,Piloto
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,,115,Tripulante de Cabina
15,Matthew Walsh,20-09-1993,S26547035,LACSA,LRC,12,134,Piloto
20,James Singleton,12-08-1977,U46471214,KOREAN AIR,KEA,,70,Paramedico
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,,45,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47,128,Piloto
7,Curtis Gutierrez,14-03-1974,Q46419538,KALITTA AIR,KAI,7,13,Copiloto
14,Ronnie Macias,12-02-1988,J06543685,BRITISH,BTA,,33,Tripulante de Cabina
37,Joe Cabrera,13-08-1994,O98651462,KOREAN AIR,KEA,25,81,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM ECUADOR,XLE,15,6,Copiloto
4,Diane Swanson,14-02-1974,F08731569,OCEANAIR,COG,,140,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,48,59,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,OCEANAIR,COG,,99,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,129,Copiloto
4,Diane Swanson,14-02-1974,F08731569,LAW,LAW,,129,Tripulante de Cabina
41,Jeffrey Roberts,02-12-1971,G16561693,ETHOPIAN AIRLINES,ETA,19,10,Copiloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47,142,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,36,144,Piloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,51,54,Piloto
50,Adam Herrera,04-12-1976,Y37241205,UNITED,UAN,,37,Paramedico
22,Rodney Wilson,18-10-1973,R08362516,OCEANAIR,COG,,131,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,17,65,Piloto
0,Jessica Harvey,08-04-1996,L89163667,IBERIA,IBE,37,145,Copiloto
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17,17,Piloto
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,17,15,Copiloto
31,Linda Warren,13-03-1975,L01109034,NO_COMPANY,NCY,50,127,Piloto
3,Linda Paul,12-01-1983,L91489362,,,53,,
47,Michael Compton,07-01-1980,T63857772,EASTERN AIRLINES,EAL,,90,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,,68,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,53,Piloto
52,Sara Sims,10-07-1999,F00773862,LAW,LAW,,114,Paramedico
38,Gabriel Palmer,18-08-1981,O88716397,UNITED,UAN,31,117,Piloto
9,John Ross,16-03-1979,F40422038,BRITISH,BTA,29,33,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48,99,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,IBERIA,IBE,,46,Tripulante de Cabina
13,Bradley Glenn,17-10-1975,U87751971,KALITTA AIR,KAI,,138,Tripulante de Cabina
7,Curtis Gutierrez,14-03-1974,Q46419538,KALITTA AIR,KAI,7,40,Piloto
47,Michael Compton,07-01-1980,T63857772,EASTERN AIRLINES,EAL,,77,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,BRITISH,BTA,,141,Tripulante de Cabina
37,Joe Cabrera,13-08-1994,O98651462,LATAM INTER,LAT,25,32,Piloto
7,Curtis Gutierrez,14-03-1974,Q46419538,KALITTA AIR,KAI,7,87,Piloto
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,51,28,Piloto
5,Miguel Oliver,27-08-1992,E21376006,LATAM DOMESTICO,LUD,,30,Tripulante de Cabina
14,Ronnie Macias,12-02-1988,J06543685,LATAM DOMESTICO,LUD,,74,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,KALITTA AIR,KAI,47,91,Piloto
12,Ronnie Moore,12-01-1997,L28170812,AEROVIAS DAP (centro/norte),ADC,,119,Tripulante de Cabina
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,,50,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,36,138,Copiloto
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,15,120,Piloto
45,Jill Haas,10-04-1986,U50608611,LAW,LAW,,123,Paramedico
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,,104,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,MARTINAIR HOLLAND,MPH,45,80,Copiloto
52,Sara Sims,10-07-1999,F00773862,ETHOPIAN AIRLINES,ETA,,12,Paramedico
12,Ronnie Moore,12-01-1997,L28170812,AEROVIAS DAP (centro/norte),ADC,,9,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,,130,Tripulante de Cabina
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,22,135,Piloto
37,Joe Cabrera,13-08-1994,O98651462,LAW,LAW,25,68,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,45,0,Piloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48,13,Piloto
11,David Tran,07-08-1975,B62958600,LATAM DOMESTICO,LUD,,122,Tripulante de Cabina
37,Joe Cabrera,13-08-1994,O98651462,LAW,LAW,25,63,Piloto
30,Daniel Callahan,13-09-1987,X88103341,LATAM ECUADOR,XLE,,121,Paramedico
21,Kimberly Brown,02-09-1999,H50641909,IBERIA,IBE,22,111,Copiloto
56,Isaiah Riley,18-09-1986,W12727804,BRITISH,BTA,,0,Tripulante de Cabina
28,Nicholas Simmons,03-08-1994,W03439988,LATAM DOMESTICO,LUD,,30,Tripulante de Cabina
15,Matthew Walsh,20-09-1993,S26547035,LATAM ARGENTINA,LAM,46,131,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,15,131,Piloto
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,,65,Tripulante de Cabina
19,Desiree Williams,19-03-1993,Z32250364,AEROVIAS DAP (centro/norte),ADC,,34,Tripulante de Cabina
31,Linda Warren,13-03-1975,L01109034,NO_COMPANY,NCY,50,10,Piloto
8,Jason Edwards,09-02-1975,J22810925,LACSA,LRC,45,110,Piloto
22,Rodney Wilson,18-10-1973,R08362516,ALITALIA,AZI,,131,Tripulante de Cabina
51,Kristina Gilmore,13-12-1985,B29047250,NO_COMPANY,NCY,,51,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,48,98,Piloto
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,36,55,Piloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,117,Copiloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,48,2,Piloto
31,Linda Warren,13-03-1975,L01109034,LAW,LAW,50,17,Copiloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,45,107,Copiloto
35,Francisco Rich,21-02-1996,D89562085,QANTAS,QAF,,126,Paramedico
16,Tracey Harris,05-06-1978,C97271665,LATAM ECUADOR,XLE,,112,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36,21,Copiloto
34,Ronald Monroe,12-09-1984,C02131672,LATAM DOMESTICO,LUD,41,102,Copiloto
27,Steven Hernandez,18-11-1997,Z48029074,NO_COMPANY,NCY,,116,Paramedico
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,45,80,Copiloto
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36,127,Copiloto
21,Kimberly Brown,02-09-1999,H50641909,LATAM ECUADOR,XLE,51,84,Copiloto
23,Latasha Nelson,09-05-1986,V51246373,LACSA,LRC,49,92,Piloto
19,Desiree Williams,19-03-1993,Z32250364,LATAM ECUADOR,XLE,,50,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,AEROVIAS DAP (centro/norte),ADC,47,72,Piloto
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47,142,Piloto
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,2,34,Piloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,48,53,Piloto
49,Kenneth Brady,06-11-1981,O21522167,UNITED,UAN,,139,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,KALITTA AIR,KAI,,45,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,48,3,Copiloto
37,Joe Cabrera,13-08-1994,O98651462,LATAM INTER,LAT,25,96,Piloto
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,17,123,Copiloto
59,Jacob Duran,25-02-1988,A85793465,NO_COMPANY,NCY,17,86,Copiloto
51,Kristina Gilmore,13-12-1985,B29047250,KALITTA AIR,KAI,,140,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,ETHOPIAN AIRLINES,ETA,,131,Paramedico
54,Gene Obrien,02-07-1999,Q49180524,KOREAN AIR,KEA,0,11,Copiloto
59,Jacob Duran,25-02-1988,A85793465,LAW,LAW,17,4,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,45,0,Piloto
21,Kimberly Brown,02-09-1999,H50641909,OCEANAIR,COG,51,28,Piloto
34,Ronald Monroe,12-09-1984,C02131672,UNITED,UAN,2,6,Piloto
12,Ronnie Moore,12-01-1997,L28170812,KOREAN AIR,KEA,,87,Tripulante de Cabina
34,Ronald Monroe,12-09-1984,C02131672,QANTAS,QAF,2,50,Copiloto
5,Miguel Oliver,27-08-1992,E21376006,ALITALIA,AZI,,75,Tripulante de Cabina
23,Latasha Nelson,09-05-1986,V51246373,LACSA,LRC,49,52,Piloto
30,Daniel Callahan,13-09-1987,X88103341,LATAM CARGO,UCA,,6,Paramedico
10,Alex Deleon,03-10-1979,A35692355,ETHOPIAN AIRLINES,ETA,11,92,Copiloto
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,36,147,Copiloto
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,9,Copiloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17,101,Copiloto
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,,60,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,45,6,Copiloto
59,Jacob Duran,25-02-1988,A85793465,ALITALIA,AZI,48,17,Piloto
49,Kenneth Brady,06-11-1981,O21522167,LATAM DOMESTICO,LUD,,102,Paramedico
25,Danny Pratt,31-10-1998,E10934506,LATAM ECUADOR,XLE,47,38,Copiloto
8,Jason Edwards,09-02-1975,J22810925,IBERIA,IBE,15,107,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,NO_COMPANY,NCY,37,59,Piloto
2,Melissa Jimenez,18-12-1998,W08204144,LAW,LAW,,81,Tripulante de Cabina
18,Michael Chavez,28-08-1976,O16330677,LATAM CARGO,UCA,,81,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,BRITISH,BTA,36,147,Copiloto
38,Gabriel Palmer,18-08-1981,O88716397,EASTERN AIRLINES,EAL,40,117,Piloto
32,Darrell Henderson,14-03-1975,I87476188,QANTAS,QAF,,67,Paramedico
4,Diane Swanson,14-02-1974,F08731569,KALITTA AIR,KAI,,2,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,KOREAN AIR,KEA,48,35,Copiloto
46,Heather Arnold,10-01-1999,Y81323264,LATAM DOMESTICO,LUD,,108,Tripulante de Cabina
47,Michael Compton,07-01-1980,T63857772,ETHOPIAN AIRLINES,ETA,,47,Paramedico
2,Melissa Jimenez,18-12-1998,W08204144,IBERIA,IBE,,78,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,UNITED,UAN,,110,Tripulante de Cabina
42,Deborah Martinez,03-02-1987,G18065401,ALITALIA,AZI,,60,Tripulante de Cabina
22,Rodney Wilson,18-10-1973,R08362516,LATAM ARGENTINA,LAM,,130,Tripulante de Cabina
58,Samuel Jimenez,07-01-1984,B79815379,NO_COMPANY,NCY,,122,Tripulante de Cabina
25,Danny Pratt,31-10-1998,E10934506,LATAM CARGO,UCA,36,112,Copiloto
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,15,142,Copiloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45,67,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,15,0,Piloto
59,Jacob Duran,25-02-1988,A85793465,UNITED,UAN,48,9,Copiloto
38,Gabriel Palmer,18-08-1981,O88716397,EASTERN AIRLINES,EAL,40,77,Piloto
39,Patricia Norris,08-12-1974,Y69764268,QANTAS,QAF,,126,Tripulante de Cabina
33,Samantha Mora,27-10-1990,P24467352,BRITISH,BTA,,65,Tripulante de Cabina
8,Jason Edwards,09-02-1975,J22810925,ETHOPIAN AIRLINES,ETA,15,0,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM DOMESTICO,LUD,45,144,Copiloto
58,Samuel Jimenez,07-01-1984,B79815379,AEROVIAS DAP (centro/norte),ADC,,5,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,LATAM ARGENTINA,LAM,48,4,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,OCEANAIR,COG,,109,Tripulante de Cabina
13,Bradley Glenn,17-10-1975,U87751971,KOREAN AIR,KEA,,138,Tripulante de Cabina
16,Tracey Harris,05-06-1978,C97271665,LATAM ECUADOR,XLE,,125,Tripulante de Cabina
32,Darrell Henderson,14-03-1975,I87476188,QANTAS,QAF,,134,Paramedico
24,Eric Phelps,01-10-1994,B96464671,LATAM CARGO,UCA,35,58,Piloto
8,Jason Edwards,09-02-1975,J22810925,AEROVIAS DAP (centro/norte),ADC,15,100,Copiloto
32,Darrell Henderson,14-03-1975,I87476188,LATAM INTER,LAT,,42,Paramedico
17,Laura Ward,23-01-1981,I74549867,EASTERN AIRLINES,EAL,28,79,Piloto
45,Jill Haas,10-04-1986,U50608611,EASTERN AIRLINES,EAL,,74,Paramedico
0,Jessica Harvey,08-04-1996,L89163667,NO_COMPANY,NCY,37,62,Copiloto
15,Matthew Walsh,20-09-1993,S26547035,EASTERN AIRLINES,EAL,12,46,Piloto
46,Heather Arnold,10-01-1999,Y81323264,KALITTA AIR,KAI,,38,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,KALITTA AIR,KAI,48,35,Copiloto
59,Jacob Duran,25-02-1988,A85793465,QANTAS,QAF,48,48,Piloto
59,Jacob Duran,25-02-1988,A85793465,EASTERN AIRLINES,EAL,17,35,Copiloto
22,Rodney Wilson,18-10-1973,R08362516,LACSA,LRC,,90,Tripulante de Cabina
59,Jacob Duran,25-02-1988,A85793465,BRITISH,BTA,17,2,Piloto
23,Latasha Nelson,09-05-1986,V51246373,MARTINAIR HOLLAND,MPH,49,62,Piloto
8,Jason Edwards,09-02-1975,J22810925,LATAM INTER,LAT,15,0,Piloto
35,Francisco Rich,21-02-1996,D89562085,IBERIA,IBE,,31,Paramedico
23,Latasha Nelson,09-05-1986,V51246373,NO_COMPANY,NCY,49,97,Piloto
24,Eric Phelps,01-10-1994,B96464671,LATAM ECUADOR,XLE,35,85,Copiloto
0,Jessica Harvey,08-04-1996,L89163667,LACSA,LRC,37,70,Copiloto
46,Heather Arnold,10-01-1999,Y81323264,UNITED,UAN,,136,Tripulante de Cabina
23,Latasha Nelson,09-05-1986,V51246373,LACSA,LRC,49,24,Copiloto
25,Danny Pratt,31-10-1998,E10934506,EASTERN AIRLINES,EAL,47,103,Copiloto
31,Linda Warren,13-03-1975,L01109034,AEROVIAS DAP (centro/norte),ADC,50,16,Copiloto
